path,labels,total,n_samples,sampling_rate,duration
d7f2a5f847,कपूर एवं जीनत अमान थिइन्,24,158760,22050,7
ae4326b9e2,मिलोङ्गा भनिने परम्परागत,24,138915,22050,6
169386ad1b,उनको रथयात्रामा सरिक थिए,24,156555,22050,7
f02bdb6af9,दृष्यहरूलाई रोक्न सक्थेँ,24,165375,22050,7
0a0e0531e3,कलाको आधुनिकतम सङ्ग्रह छ,24,160965,22050,7
312660949f,भवानीजी नयाँ परिवर्तनहरू,24,171990,22050,7
f1f9daa79b,उच्च न्यायालयको प्रसिद्ध,24,136710,22050,6
8c0188208c,रेटिनोब्लास्टोमाको जस्तै,24,169785,22050,7
8c22e6fb2d,नेपाल माओवादीको अग्रगामी,24,132300,22050,6
81e93fcff7,यसको शक्ति अस्ट्रेलियाली,24,156555,22050,7
30775a4f3a,पश्चिममा दुवाचौर मेलम्ची,24,143325,22050,6
1613024219,आर्थर भञ्ज्याङ आहालडाँडा,24,154350,22050,7
77a81caba6,ब्यारिमोरले पोइजन आइभीमा,24,238140,22050,10
0f3e0a1468,पश्चिमतिर फर्केँदै जान्छ,24,143325,22050,6
afdedc5004,चाँडै राजनीतिज्ञ बनाइदिन,24,138915,22050,6
5586f7870f,इतिहासकार जेफरी बोल्टनको,24,165375,22050,7
b0095cb33f,ज्येष्ठा नक्षत्रको देवता,24,235935,22050,10
101c167447,साकेन्वा नाच्दा प्रस्तुत,24,147735,22050,6
eb2cbfe9d5,राजकाजका सिद्धान्तहरूलाई,24,134505,22050,6
f3c688337f,उनका उपन्यासमा लेखकप्रति,24,132300,22050,6
d6f9875471,इन्दवरजी आनियोजी लगायतका,24,138915,22050,6
a955dec727,छिरी ऋषिपत्नी अहिल्यासँग,24,154350,22050,7
a3d972f948,एटाँ किल्ला बनाइएको थियो,24,160965,22050,7
206f648adb,जहाजहरूको नाजुक अवस्थाका,24,167580,22050,7
f50cd53b21,प्राप्त मतदाता प्रत्यक्ष,24,143325,22050,6
b71b749575,श्रीलङ्कातिर जाने गर्छन्,24,143325,22050,6
a4111fd640,उदारतावादका बौद्धिक नेता,24,132300,22050,6
f9f8d89ad2,यस्तो डायनासोरको रूपमामा,24,147735,22050,6
3de6b3ec5e,दिप्रुङ मार्सेमा भएको हो,24,141120,22050,6
5faad588e9,रोग प्रतिरोधात्मक क्षमता,24,240345,22050,10
6dd77eb659,सिद्धान्तका प्रर्वतक बने,24,136710,22050,6
a6d0efd6a3,यो मध्यपश्चिमाञ्चल विकास,24,134505,22050,6
a4fdc9edc1,बुवा कार्लो ब्वोनापार्ते,24,149940,22050,6
42098b87c2,कार्टुन स्ट्रोकमा देखिने,24,198450,22050,9
b275cb0831,उनको चलचित्रका विशेषताका,24,158760,22050,7
41b591f6a3,आदिको यो विश्वविद्यालयमा,24,235935,22050,10
270cd7c2cf,बनाउनुका साथै पितृलोकतिर,24,198450,22050,9
96638220fa,संस्कार अमेरिकी इतिहासको,24,158760,22050,7
20edab403f,अश्विनीकुमारको व्रत पूजा,24,180810,22050,8
b10284ef27,त्यत्ति साह्रो रुचाईएनन्,24,141120,22050,6
2103faffaf,राजकमल चौधरीको जन्मस्थान,24,145530,22050,6
5cf54c4f67,प्याटेन्टको बारेमा कहिले,24,143325,22050,6
fc00f1200c,डेल्फीबासीहरूले धेरै पटक,24,143325,22050,6
b77cc21363,यसलाई अङ्ग्रेजीमा ब्लन्ट,24,145530,22050,6
8f967cce52,आंशिक कालसर्पयोगका विविध,24,134505,22050,6
9781e47ee4,एक्सोजेनेसिसबारे अधिकांश,24,143325,22050,6
0123dc7be6,अर्थात द्रङ्गको चारभागको,24,134505,22050,6
8f47b573db,सोभन्दा बढीका अनेकाक्षरी,24,138915,22050,6
45a7b27c65,जन मक्कोनेलद्वारा गरिएको,24,152145,22050,6
2a371f11de,उपसर्ग र यात्रावृत्तान्त,24,138915,22050,6
93cab999d4,वार्नर ब्रदर्सले फिल्मको,24,163170,22050,7
ce46b5d106,यदि प्रतिवादीको दोषपूर्ण,24,216090,22050,9
a5e264e24f,पनौती त्रिवेणी गोदावरीमा,24,185220,22050,8
2ab2623ba2,तस्मानियाई इतिहास आधुनिक,24,169785,22050,7
21fa2855d0,अनिलकुमार लामा जनआन्दोलन,24,134505,22050,6
0151b44074,बट्टाभित्रको टेक्स्ट कपी,24,158760,22050,7
601b6c48d5,जब दुष्यन्त र शकुन्तलाको,24,138915,22050,6
42d8be4cbb,पोखराथोक पाल्पा जिल्लामा,24,138915,22050,6
bc0f5b05fc,इस्लामपुर मह्कुमा भारतीय,24,171990,22050,7
03f56d3078,फ्रेडरिख एन्गेल्सका केही,24,138915,22050,6
998f3dd2cb,प्रकाशपुञ्ज कुनै निर्जीव,24,132300,22050,6
5f4de0b2b9,हजारेको समर्थनमा सूचनाको,24,167580,22050,7
f9d8b63d00,नेपाली जनताहरूले विभिन्न,24,132300,22050,6
cae32799c5,पुस्तकालय मनासलु हिमालको,24,132300,22050,6
f8e7bd9980,फारसी वास्तुकार त्यस्ताद,24,141120,22050,6
21c728080a,राख्ने प्रजातन्त्रवादीका,24,154350,22050,7
222adda4fd,यल्दौज दिल्लीका राज्यलाई,24,132300,22050,6
9f07b7ee00,सरदारको पत्रत्रिका पढ्ने,24,136710,22050,6
04c3cfe080,गाविसको तेलकोटमा अवस्थित,24,141120,22050,6
6b4fd43b20,मन्त्री अल्लामा अफजल खान,24,141120,22050,6
a8d1b6e096,उठाए मीजी पुनरुद्धारपछि,23,156555,22050,7
302b2bfec1,उहाँ कोठाभित्र जन्मिँदा,23,149940,22050,6
8ec320348f,उक्त शेर्पाको लालमोहरमा,23,156555,22050,7
b0f54ec138,अध्ययनमा सुविधा हुन्छं।,23,132300,22050,6
d4f65ca817,त्यसैबेला जेठो र माहिलो,23,138915,22050,6
8dfdb14be2,निरालाको समकक्षमा राँची,23,156555,22050,7
8e3d02c6b9,मार्गमा अत्यन्त क्रुद्ध,23,143325,22050,6
6e9c153e60,मानिएको संस्कृत व्याकरण,23,156555,22050,7
d4650e5a07,औँ मिनेटमा बार्सिलोनाको,23,132300,22050,6
8b448ed285,ढोरफिर्दीको जनसङ्ख्या छ,23,178605,22050,8
6fb472e414,साहित्यको प्रारम्भकालीन,23,145530,22050,6
0a386714e5,ओलम्पिक खेलमा एम्सटर्डम,23,207270,22050,9
98221fc39a,पराल्मी गुल्मी जिल्लामा,23,138915,22050,6
913dd8511c,प्रजातन्त्र र समाजवादको,23,171990,22050,7
5cd7332c3e,त्यतिबेला चौकोट युद्धको,23,147735,22050,6
497735b3c5,डुवर्समा महकलगुरी नजिकै,23,143325,22050,6
2f7cacd302,विवरणात्मक र वर्णनात्मक,23,143325,22050,6
942a8bbb35,अस्ट्रेलियन लेबर पार्टी,23,138915,22050,6
64c4e758a0,गरिनुपर्छ जसबाट सर्भरमा,23,141120,22050,6
4e627aa051,कमला उपत्यकाको सिन्धुली,23,156555,22050,7
f6546b77b5,त्यसैले माथिको विवरणबाट,23,145530,22050,6
b17b803cec,पहुँचसम्मको परिपथ बन्दछ,23,138915,22050,6
1bedd03788,एलिएन्ज एरिना म्युनिखमा,23,180810,22050,8
7070438b03,डिसेप्सन पोइन्ट अमेरिकन,23,138915,22050,6
9233df2a8c,शङ्कास्पद कामहरूका कारण,23,132300,22050,6
d3509925a5,क्याजुअल वेयरमा ठाँटिएर,23,171990,22050,7
4b06f9a8fa,अङ्गको अधिकारी कर्मचारी,23,145530,22050,6
5c931de150,दयाको प्रतिमूर्ति बन्यो,23,138915,22050,6
8fd2a3629a,जर्नेल मदनशमशेर जबरासँग,23,147735,22050,6
dbd08104d4,आमडाँडामा मगर जातिहरूको,23,138915,22050,6
1af1b9d1d4,मुद्दालाई उठाउने बारेमा,23,147735,22050,6
96ab5e6de8,लमजुङ जिल्लाको सिमानामा,23,136710,22050,6
f1b6edd493,थियो हराइरहेको बटुवालाई,23,152145,22050,6
cd08640d86,दूरीदेखि हेर्नमा हावामा,23,143325,22050,6
6d9240e22d,ढङ्गले समयावधि निर्धारण,23,138915,22050,6
f1be504d6a,लागि अलङ्कारहरूको भन्दा,23,211680,22050,9
3f862e575b,सतीदेवीको गुह्यपतन भएको,23,147735,22050,6
b25361828f,गरेर दुवैलाई रिडाईरेक्ट,23,154350,22050,7
24353b0809,त्यसैकारण मेजर किनलोकको,23,147735,22050,6
cc7a79ecb0,उहाँले दार्जिलिङको गिरी,23,143325,22050,6
f74c2789f1,निर्णयसँग पार्लियामेन्ट,23,134505,22050,6
cc6b967ff8,शिवजीले समेत साँढे बनेर,23,132300,22050,6
24bcfab240,जसबाट भ्रष्टाचारमा लगाम,23,152145,22050,6
971136f4a2,पारखीहरू देशभित्र मात्र,23,220500,22050,10
cb662d6caa,पेज फर्म्याटिङ र आवश्यक,23,134505,22050,6
94a39ec274,समाजिक सुरक्षा सम्बन्धी,23,152145,22050,6
19589533df,जना प्रबन्धकहरूले आफ्नो,23,227115,22050,10
aee3bbe625,बोलाएर भनिहाले तपाईँंले,23,141120,22050,6
6be9657ef6,सखडा भगवतीलाई सखडेश्वरी,23,165375,22050,7
6c33c87f88,अनीश्वरवादी तर्कले भन्छ,23,185220,22050,8
96c7d52cdd,ह्युजेसले माँगको नवगठित,23,198450,22050,9
24edd2488b,डेक्चिहरूलाई भण्डारण या,23,132300,22050,6
5ed7109d72,उत्तरी तमिलनाडुमा बग्ने,23,145530,22050,6
17d2a03b83,रङ्ग अन्धताको अभियानलाई,23,132300,22050,6
6ab6354a4f,गर्ने परम्परा रहीआएको छ,23,160965,22050,7
837e268124,गर्दा यहाँको हरियालीलाई,23,132300,22050,6
6ac2db6655,वासु रिमाल यात्रीद्वारा,23,152145,22050,6
72f7a9a7c7,तिनलाई वर्षको एसोसिएटेड,23,167580,22050,7
bf5bc16f78,पुस्तक हुने सम्भावनालाई,23,235935,22050,10
bf7e1d1bc0,पशुपति क्षेत्र मन्जुपतन,23,141120,22050,6
7306360b59,वसमाजिक सुरक्षा प्राप्त,23,132300,22050,6
0cca8e1cee,कालमा सैनिक द्रव्यकोषको,23,152145,22050,6
26ba7a3ef9,नेपाली ग्रामीण जनजीवनमा,23,196245,22050,8
32b764254d,जिरेल जातिको बहुसङ्ख्यक,23,209475,22050,9
110918128a,तटदेखि तटसम्म र्‍यालीको,23,132300,22050,6
798ac922f9,ती गुम्बामध्ये साङसिलिङ,23,132300,22050,6
7a5dd16c26,लेखका रूपमा देखिएका छन्,23,147735,22050,6
7960697efb,ब्लेन डाल्टन अक्याडमिमा,23,141120,22050,6
a59a9c36fc,त्यस लगत्तै मेग्राहीलाई,23,147735,22050,6
63ef8b61b3,पाणिनि शिक्षामा निरुक्त,23,136710,22050,6
03cc2ee5da,ईसमा टीकमगढकी राजकुमारी,23,183015,22050,8
2c317c9eca,मार्गरी एलिङ्गहामद्वारा,23,136710,22050,6
54f6117f3d,आवेशित चार्ज्ड अणुहरूको,23,227115,22050,10
adfd600258,जनतन्त्रमा पनि वास्तविक,23,138915,22050,6
3830745a4e,शक्तिले रेणुकालाई जिवित,23,141120,22050,6
77e7592ea9,लोकनायक जयप्रकाश नारायण,23,143325,22050,6
780a5a767f,ल्हासा ग्वान्जु साङ्घाई,23,147735,22050,6
a21cb04b8a,सम्बन्धित उपनिवेसहरूलाई,23,141120,22050,6
7a30399e39,रहेको महालक्ष्मी मन्दिर,23,136710,22050,6
ed0c7c8d03,ज्योतिशविदहरू बताउँदछन्,23,132300,22050,6
e37c171828,युरोपभरि निर्मूल पारियो,23,134505,22050,6
0d3c40eb3a,मन्त्रालयहरू मध्येको एक,23,145530,22050,6
7dacfa4282,नाभिकको केही स्थानहरूमा,23,145530,22050,6
80b49a91cf,पहिलेको दृश्यको अन्तलाई,23,143325,22050,6
fdb7c1d032,डा कमला साङ्कृत्यायनसँग,23,222705,22050,10
f9de7243be,बाटोमा भेट्न निस्कन्छन्,23,152145,22050,6
7e7a0e065c,राजनैतिक शक्ति बनिरह्यो,23,149940,22050,6
bd3f686eb9,आउँदा भानिजलाई मनोरञ्जन,23,136710,22050,6
ef85ef67eb,सक्ने माछामा क्याइम्बिङ,23,132300,22050,6
14d52a9c0b,जना एड्मिनिस्ट्रेटर छन्,23,169785,22050,7
7bf05abdf2,दरवार क्षेत्रमा अवस्थित,23,136710,22050,6
2a84218669,पनौती नगरपालिका पनौतीको,23,132300,22050,6
3b0ee7880a,त्रितङ्गु राजधन्यो भनेर,23,160965,22050,7
e739967864,प्राचीन टेकुदोभान हालको,23,163170,22050,7
12abdd743e,ठाउँका कृषकहरूले कुखुरा,23,143325,22050,6
122b03f925,पोथी दुवै योनी पाइन्छन्,23,189630,22050,8
a01dbab38a,बसेका बलराम प्याकुरेलले,23,207270,22050,9
70d86f1173,संगीत भिडियो वृत्तचित्र,23,138915,22050,6
657715fa9e,सदरमुकाम हालको पञ्चावती,23,132300,22050,6
8a0d1d49c2,वेखसिम्ले सिम्थली चौवास,23,176400,22050,8
d0a1a5f318,टेस्लाले पहले सार्वजनिक,23,147735,22050,6
a059205801,राति फुल्ने हाइलोसिरियस,23,156555,22050,7
af64aed959,म्याग्नेसियम आयोडिन तथा,23,227115,22050,10
70b087b61e,सुश्री रानू ढुङ्गानासँग,23,132300,22050,6
1314137b76,च्याब्रुङ्ग नाच नाचिन्छ,23,132300,22050,6
132173f8a4,कुसेरहोङका सन्तान तिलुङ,23,134505,22050,6
a41ac657f3,शासनकालमा उनिहरूले खगोल,23,149940,22050,6
0260953d99,पार्टी अत्याधिक बहुमतका,23,154350,22050,7
3c892891c3,रालेगन सिद्धिमा नै थियो,23,152145,22050,6
ffb54842a4,निजामती सेवा नियमावलीमा,23,134505,22050,6
6635569901,मेरो विश्वासलाई जाँचियो,23,143325,22050,6
7caf718289,छोरम्बु नेपालको सगरमाथा,23,141120,22050,6
2499b65136,छापाहिलेको जनसङ्ख्या छ,22,171990,22050,7
b71caf8a63,राहुको स्थितिबाट विशेष,22,132300,22050,6
cbebb40f33,देवनागरीमा प्रयोगकर्ता,22,141120,22050,6
cc1f5a247f,भिडियो दृश्यमा देखेपछि,22,141120,22050,6
cd2086a6f5,हुनुअगाडि पोखरा कास्की,22,143325,22050,6
242c227ebd,ज्यामितीय नमूना बनाएको,22,154350,22050,7
cb7810d34e,इल्लल्लाह वल्लाह अक्बर,22,138915,22050,6
28b4fee4b3,यस्तो समयमा झ्याम्टाको,22,163170,22050,7
b5e95c2bfe,मरिर्सको लागि खेल्छिन्,22,209475,22050,9
28cbccbe96,तिब्बती वर्मन परिवारको,22,180810,22050,8
28741edb5b,थरका मानिसहरूले सम्भवत,22,145530,22050,6
2cb719b31d,वटा तार जडिएका हुन्छन्,22,132300,22050,6
2adfb54abb,पुराणका सर्ग प्रतिसर्ग,22,136710,22050,6
b85ea931ce,भेगका दिप्लुङ मौवाबोटे,22,138915,22050,6
2c91288de5,बुध ग्रहको औपनिवेशीकरण,22,134505,22050,6
2cefc43672,ब्रिटिस सरकारले रियायत,22,141120,22050,6
07695c800d,भाषालाई राज्यले सरकारी,22,132300,22050,6
f485a3807a,विज्ञानका रूपमा विकसित,22,178605,22050,8
f4d3ca8061,देखिने उक्त खेलमैदानको,22,152145,22050,6
07c51601ef,पानीको व्यवस्था सुरविर,22,149940,22050,6
bf8334fac4,नेपालमा बोलिने किराँती,22,152145,22050,6
062a05a2fd,तर शुद्धाशुद्धिको धेरै,22,152145,22050,6
f13b663250,निराशावादी विचारधाराको,22,163170,22050,7
0a13cb8d4f,त्यहाँदेखि आजसम्म यसमा,22,147735,22050,6
f5e83596c4,सिलौटामा पिसिएको गहतको,22,145530,22050,6
f754250941,अनुयायीहरू फलाम पगालेर,22,196245,22050,8
f754a1c97d,बेलकातरी वालिखामा सारे,22,167580,22050,7
05e17b17ec,क्रिश दुलालले तपाईँलाई,22,136710,22050,6
f5a565b3f8,नौवहन मार्गदर्शक जेम्स,22,171990,22050,7
f0fc16ef6c,हजरत मुहम्मद अन्तिमलाई,22,191835,22050,8
274583a43b,बहुधार्मिक विशेषायुक्त,22,134505,22050,6
235b970a36,उनी अन्य कृयाकलापहरूमा,22,132300,22050,6
266db4b7d2,डोमिनिकाको कमनवेल्थ हो,22,145530,22050,6
ca20915074,साहित्यको यस परम्पराका,22,134505,22050,6
bdef3c33a5,कर्महरूको विचित्रता हो,22,158760,22050,7
258a53b69d,कीरालाई निम्न श्रेणीमा,22,158760,22050,7
2284660c93,यहाँको तापक्रममा दैनिक,22,145530,22050,6
d0ae65ba9d,डुमरवाना बारा जिल्लामा,22,138915,22050,6
21293c60bc,जोगीको भेषमा जितुवासँग,22,136710,22050,6
1fdc9a9ec4,भीमशमशेरको तारिफ गर्दै,22,180810,22050,8
1dff5f41f7,सन्तान यम्फु र नेवाहोङ,22,156555,22050,7
20484d0809,वा गुटकहरूलाई टेसेलेसन,22,165375,22050,7
d92ee6bf3d,आधुनिक अस्पतालहरूमा यस,22,141120,22050,6
1af9eab3cc,तिब्बतीहरूको लागि पुरै,22,158760,22050,7
b8e5493237,प्रख्यात गाउँहरू दहबाङ,22,132300,22050,6
dab27c0153,लामो समयदेखि जनयुद्धमा,22,134505,22050,6
29d889e13f,जामनगर भारतीय गुजरातको,22,134505,22050,6
ded1476f0c,राखिएको श्रेणीहरू हुन्,22,194040,22050,8
db964baea9,वसन्तीको पाठक नपाएकोले,22,149940,22050,6
1ce0dfb260,विद्वान सङग्य त्यञ्जिन,22,134505,22050,6
11f15c2bd3,आफ्नो परम्परागत पेशेका,22,165375,22050,7
ee01f7ac18,नियमावलीहरू पालन गर्दै,22,158760,22050,7
0dcbaf8941,पुरस्कार प्राप्त गर्ने,22,132300,22050,6
1020b4f737,कागजातहरू सम्बद्ध पक्ष,22,178605,22050,8
eb49b67b6d,पहिले केयुएमएसको रूपमा,22,198450,22050,9
11251a1f2d,उडनतस्तरी गँइ रिकापीको,22,141120,22050,6
eaecce5908,मुक्त आकाशमुनि चहार्ने,22,207270,22050,9
e73ff36452,वर्षको कलिलो उमेरमा नै,22,156555,22050,7
e193067f21,फागुन कृष्ण चतुर्दशीको,22,191835,22050,8
15b801b07a,काँसे झ्याप्सी नेपालमा,22,134505,22050,6
15d86864fd,लुङ्गुरलगायत लोपोन्मुख,22,152145,22050,6
ec0bcc2680,रहने बानी र मानिससँगको,22,143325,22050,6
ec2ca140d2,वर्षको अल्पायुत्वमा नै,22,160965,22050,7
eeeccb89cd,सैन्यविद् डा इन्द्रजीत,22,145530,22050,6
0d95694cfe,उपल्लो अर्खला नवलपरासी,22,147735,22050,6
ec8b88bf0d,मोडेल गायिका अभिनेत्री,22,209475,22050,9
0eade5aa8c,डाँगीहाट मोरङ जिल्लामा,22,178605,22050,8
b2d689b975,आइएस्सी सम्मको औपचारिक,22,141120,22050,6
b01d75b708,धनुषा जिल्लामा अवस्थित,22,149940,22050,6
32c8b5ce7c,दुर्गा सप्तशतीमा भगवती,22,165375,22050,7
3025c3475b,विभिन्न शाखाहरू समाजका,22,213885,22050,9
b00b76dc45,आफ्नो विचारहरू राखेबाट,22,132300,22050,6
2f055136cc,भाइ भारदारका छोराहरूले,22,147735,22050,6
b1cd017d16,फिल्डमा सबैभन्दा अगाडि,22,176400,22050,8
007dc08844,तरिकाले श्रेणीकरण गरेर,22,136710,22050,6
fe18e4fa0d,व्यहाइट साहित्यका लागि,22,147735,22050,6
ffc206f402,अन्य प्रशासनिक कार्यका,22,145530,22050,6
fdea3f8e76,गोरखनाथको प्रेरणाले नै,22,132300,22050,6
01df3b3d33,प्रथम विनिधान बटवाराका,22,152145,22050,6
fc61c00ce6,वुड्सलाई नाइकी गोल्फको,22,141120,22050,6
feefa02425,बेलायत र आयरल्यान्डबाट,22,171990,22050,7
04acf30b61,कवीरको शान्त र तेजस्वी,22,174195,22050,7
02129f7d85,शालिहोत्र वर्णन घोडाको,22,152145,22050,6
f85a322775,रविलक्ष्मी चित्रकारसँग,22,132300,22050,6
f09705eae3,मद्रास इन्स्टिट्युट अफ,22,141120,22050,6
0c78ee1dec,नियन्त्रण बिल निकाल्ने,22,138915,22050,6
f343c07636,प्रसिद्ध पत्रिका एसिया,22,224910,22050,10
d71e74cd4e,रम्पेड रोजफिन्च भनिन्छ,22,191835,22050,8
f0d937232c,यदि तपाईँंले अक्टोबरमा,22,156555,22050,7
f3edf8595b,भएको एएनसीको प्रदर्शनी,22,134505,22050,6
01b22d7e26,क्रमश सिस्नेरीभन्ज्याङ,22,171990,22050,7
fd8cadc5a1,सर्भरमा जानकारीका लागि,22,154350,22050,7
01623f423e,चौरजहरी नेपालको राप्ती,22,185220,22050,8
0b504fd477,चतुर्थी र दिपावलीलगायत,22,145530,22050,6
32f41efd89,रोहबरमा एम्पाएरले गर्छ,22,143325,22050,6
e5d14b100f,केही सहकर्मीले घटनालाई,22,141120,22050,6
e531814196,निश्चित लिपिमा लेखिन्छ,22,198450,22050,9
1358ed9c42,नाता कुटुम्बलाई बोलाएर,22,132300,22050,6
e694109a31,कमिटिला डचहरूलाई पहिला,22,132300,22050,6
151a83e27f,पोरबन्दर भारतका सहरहरू,22,145530,22050,6
18146ee63a,जातकले अजितपाद देवताको,22,132300,22050,6
dfd70a68aa,उत्परिवर्तन जिन विनिमय,22,134505,22050,6
17b90bf72a,अन्य स्थानहरू हरिद्वार,22,132300,22050,6
1728cffcdf,माथिल्लो भागका तुलनामा,22,145530,22050,6
03730973c9,गाउँँ जहाँबाट लजिस्टिक,22,178605,22050,8
034a1cd94c,बडो धूमधामसँग बलभद्रको,22,152145,22050,6
0380e6eaeb,पन्तले सानैदेखि मामलका,22,143325,22050,6
1484d74c06,चलचित्रहरूमा राम बलराम,22,147735,22050,6
70dc5bf4c2,द्वारा सेरुलियम भनिन्छ,22,218295,22050,9
89ce14f5fc,किराँतकालमा नै सङ्गठित,22,163170,22050,7
88c26da2b9,पश्चिम र दक्षिण दिशामा,22,143325,22050,6
4a2f559d1c,अफगानहरूलाई पराजित गरे,22,158760,22050,7
708acefdfd,सोमनाथ सिग्द्यालद्वारा,22,211680,22050,9
7b4bffad2a,लगायतका सबै साथीहरूलाई,22,143325,22050,6
6fef31038f,अथर्स एण्ड पब्लिसर्सको,22,145530,22050,6
8a08a61eb6,भियतनामको सिटोको एकजना,22,160965,22050,7
5b41e3c6e6,कठपुतली सरकारलाई बलियो,22,163170,22050,7
47f3e3b3fe,वर्षको उमेरमा स्नातकको,22,138915,22050,6
6fb738ebd6,मत प्राप्तकर्ता आशावार,22,136710,22050,6
8bfd8c0d62,छाब्दी बाराहीको मन्दिर,22,134505,22050,6
8c696d53fb,शेरचन डेढ महिनाअघिदेखि,22,141120,22050,6
8c45f9f59b,उपन्यास दे आर अ वियर्ड,22,147735,22050,6
47352da053,पन्जाबी र मुगलई खानपान,22,138915,22050,6
475a554846,पूर्वाषाढा शब्दको अर्थ,22,147735,22050,6
5659bf6d4c,ठुलो वनबकुल्ला नेपालमा,22,143325,22050,6
559dc03086,पोत्नुदेखि लिएर पिन्नु,22,143325,22050,6
7994f42b92,थुनामा बाँडिएको पाइन्छ,22,185220,22050,8
50a6436441,यसै बेला प्रधानमन्त्री,22,134505,22050,6
73ef822ede,हुनुभएका तमु माओवादीको,22,198450,22050,9
76a337d6ae,हिन्दी पद्यमा अनुष्टुप,22,158760,22050,7
4fea4964e2,एचडी प्रविधिको स्क्रिन,22,169785,22050,7
7cb5813442,सम्झिइन्थ्यो तथा यिनमा,22,178605,22050,8
6578483810,चिउरीको बिरुवा रोप्छन्,22,180810,22050,8
a62defbca6,जिएनयु लिनक्समा आधारित,22,141120,22050,6
64b8afc691,एक अङ्क प्राप्त गर्नेछ,22,198450,22050,9
a86b993eaf,अन्य अङ्गसँग आँखाहरूमा,22,163170,22050,7
a719e78c18,वर केबिनेटमा आमन्त्रित,22,136710,22050,6
a9fd1cb2e7,कुड्डलोर जिल्ला भारतीय,22,176400,22050,8
59bbd3ef7a,लिबरल प्रधानमन्त्री जन,22,132300,22050,6
4b49f647e8,मानिने पेत्रा जोर्डनको,22,183015,22050,8
59f4c84f8d,हटाउनुहोला एडब्लुबीबाट,22,154350,22050,7
4ebd51112e,सम्पादकमा सुवास ढकालको,22,152145,22050,6
625d2b49b3,पूर्णरूपमा अन्धो बन्दछ,22,134505,22050,6
4c61f93e6e,सर्वदा उसको अनुकूल रहे,22,145530,22050,6
7180f5ee2b,पनि विकिको आचार संहिता,22,134505,22050,6
71853236b5,यसरी हेर्दा मिचेल्सनको,22,134505,22050,6
4c13abff0b,उनीहरूमाथि हतियार लिएर,22,154350,22050,7
5d895ff058,क्यामरूनले रोजर कौर्मन,22,194040,22050,8
4570c7c408,यिनले कलेरा एन्थ्रेक्स,22,183015,22050,8
9003b43231,मध्य भारतीय आर्यभाषाका,22,138915,22050,6
5c5f72a226,जुन भारतीय स्वतन्त्रता,22,178605,22050,8
6d4fcb51cb,च्याउमा चाँदी डुबाउँदा,22,169785,22050,7
a09d2f779e,झीँकपानी भारतका सहरहरू,22,163170,22050,7
3a9fa415a2,सम्बन्ध पनि राख्न थाले,22,134505,22050,6
3aba3ef91c,प्युठान मेगजिनका कृष्ण,22,134505,22050,6
5d0fc63ab6,एउटा पूर्ण पुनरीक्षणका,22,134505,22050,6
44a287d06c,पढ्दछन् र त्यस स्कुलको,22,191835,22050,8
6cba8cdbec,पोरबन्दर जिल्ला भारतीय,22,194040,22050,8
4309e49f3b,जिम्मेवारीका समस्त बोझ,22,138915,22050,6
43524c68cf,नैमित्तिक पूजा पर्वहरू,22,136710,22050,6
949b8472c8,निर्माण गर्ने र संसदको,22,138915,22050,6
9546b94604,टीका ढकालले लेख्नुभएको,22,136710,22050,6
933730711d,दलार्नु प्रान्तको फुलु,22,147735,22050,6
6e49ab1f90,ज्वारीय प्रभाव श्यानता,22,167580,22050,7
601bd9d352,समतापमण्डल त्यसमाथि अझ,22,134505,22050,6
9c34bf7567,पराजुली दैलेख जिल्लाको,22,147735,22050,6
68ee186979,ढुङ्गामा बाँस बिसाउँदा,22,158760,22050,7
a4484be2a7,उन्मुक्त स्वतन्त्रताले,22,145530,22050,6
6a8d1a521b,मुख्य गुम्बदको साथसाथै,22,152145,22050,6
398a9efd1d,ज्वरमा दिनले लाभ हुन्छ,22,169785,22050,7
3af804c093,पछि उस्मानी साम्राज्य,21,132300,22050,6
01505b3138,दुवैको गुण दर्शाउँछन्,21,138915,22050,6
61fe0b070f,व्यवस्था थियो बल्खुका,21,211680,22050,9
a1db7feb57,बजार अवस्थित महेन्द्र,21,147735,22050,6
6255c79796,भत्यार खुवाउन र नित्य,21,194040,22050,8
2b3faade5f,र राज्य विधायिकाहरूका,21,134505,22050,6
fa46fa0a71,करिश्मा कार्की नेपाली,21,134505,22050,6
b69e1f22af,च्यानामको जनसङ्ख्या छ,21,167580,22050,7
e089b5dc18,बाबर मुगल साम्राज्यको,21,147735,22050,6
3d0311298c,उहाँको रुचिको क्षेत्र,21,218295,22050,9
e00a8b3ed3,गरियो जसलाई महाभारतमा,21,138915,22050,6
1595596180,लिम्बु सुनुवार याख्खा,21,138915,22050,6
2a31ef00ce,गर्दा शेर्पालाई अरूले,21,132300,22050,6
9fa6a00b31,अधिकार क्षेत्र मान्दछ,21,136710,22050,6
9f70cc675b,नजिकै देवदहमा राजधानी,21,141120,22050,6
e0eef17fc5,कैडी स्टिव विलियम्सको,21,145530,22050,6
3b8e7c6b22,त्यसैले मलाई परिवर्तन,21,138915,22050,6
831eaa7f8f,ताकि रबर्ट मेन्जिसपछि,21,191835,22050,8
67633abb99,वैयाकरण मार्ग नामाकरण,21,200655,22050,9
61b3393e8b,वाहक एडिस लामखुट्टेका,21,138915,22050,6
b874008740,आफ्नो लग्नअनुकूल हुने,21,169785,22050,7
